interview__key,interview__id,ip1,localite,structure,code_ppsp,intitule_ppsp,code_agent,code_interaction,qu1,qu2,qu3,qu4,qu5,qu6,qu7,qu8,qu9,qu10
00000000357,00000000000000000000000357,IP357,Localite7,Structure5,641,PPSP_641,13,357,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000358,00000000000000000000000358,IP358,Localite5,Structure11,592,PPSP_592,7,358,Oui,Oui,Non,Non,Oui,Parfois,Oui,Non,Oui,Non
00000000359,00000000000000000000000359,IP359,Localite7,Structure15,608,PPSP_608,19,359,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000360,00000000000000000000000360,IP360,Localite2,Structure2,818,PPSP_818,18,360,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000361,00000000000000000000000361,IP361,Localite1,Structure9,528,PPSP_528,12,361,Oui,Non,Oui,Oui,Oui,Parfois,Oui,Non,Oui,Non
00000000362,00000000000000000000000362,IP362,Localite3,Structure12,179,PPSP_179,16,362,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non
00000000363,00000000000000000000000363,IP363,Localite1,Structure17,586,PPSP_586,15,363,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Oui
00000000364,00000000000000000000000364,IP364,Localite6,Structure15,853,PPSP_853,4,364,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000365,00000000000000000000000365,IP365,Localite3,Structure13,126,PPSP_126,3,365,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000000366,00000000000000000000000366,IP366,Localite8,Structure1,670,PPSP_670,9,366,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non
00000000367,00000000000000000000000367,IP367,Localite5,Structure9,39,PPSP_39,11,367,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000368,00000000000000000000000368,IP368,Localite5,Structure5,105,PPSP_105,25,368,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non
00000000369,00000000000000000000000369,IP369,Localite5,Structure2,878,PPSP_878,19,369,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Oui
00000000370,00000000000000000000000370,IP370,Localite8,Structure10,654,PPSP_654,24,370,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000371,00000000000000000000000371,IP371,Localite2,Structure3,340,PPSP_340,19,371,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Oui
00000000372,00000000000000000000000372,IP372,Localite10,Structure14,921,PPSP_921,24,372,Oui,Non,Non,Oui,Non,Parfois,Oui,Non,Non,Oui
00000000373,00000000000000000000000373,IP373,Localite4,Structure15,949,PPSP_949,5,373,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Oui
00000000374,00000000000000000000000374,IP374,Localite4,Structure19,583,PPSP_583,3,374,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui
00000000375,00000000000000000000000375,IP375,Localite9,Structure13,941,PPSP_941,19,375,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Oui
00000000376,00000000000000000000000376,IP376,Localite10,Structure3,961,PPSP_961,19,376,Oui,Oui,Oui,Oui,Non,Parfois,Oui,Non,Non,Oui
00000000377,00000000000000000000000377,IP377,Localite8,Structure20,920,PPSP_920,1,377,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000000378,00000000000000000000000378,IP378,Localite8,Structure17,268,PPSP_268,23,378,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000379,00000000000000000000000379,IP379,Localite4,Structure3,138,PPSP_138,24,379,Oui,Oui,Pas applicable,Non,Non,Oui,Oui,Non,Non,Oui
00000000380,00000000000000000000000380,IP380,Localite8,Structure19,207,PPSP_207,2,380,Oui,Oui,Non,Oui,Oui,Parfois,Oui,Non,Non,Non
00000000381,00000000000000000000000381,IP381,Localite4,Structure5,427,PPSP_427,6,381,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Oui
00000000382,00000000000000000000000382,IP382,Localite5,Structure15,339,PPSP_339,18,382,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000383,00000000000000000000000383,IP383,Localite10,Structure18,184,PPSP_184,23,383,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000384,00000000000000000000000384,IP384,Localite6,Structure5,380,PPSP_380,19,384,Oui,Oui,Pas applicable,Oui,Non,Oui,Non,Non,Non,Non
00000000385,00000000000000000000000385,IP385,Localite1,Structure2,818,PPSP_818,8,385,Oui,Oui,Non,Non,Non,Parfois,Oui,Non,Oui,Oui
00000000386,00000000000000000000000386,IP386,Localite5,Structure19,77,PPSP_77,18,386,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Oui
00000000387,00000000000000000000000387,IP387,Localite1,Structure18,520,PPSP_520,25,387,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000388,00000000000000000000000388,IP388,Localite3,Structure2,835,PPSP_835,16,388,Oui,Oui,Oui,Oui,Oui,Parfois,Oui,Non,Non,Non
00000000389,00000000000000000000000389,IP389,Localite10,Structure20,115,PPSP_115,21,389,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000000390,00000000000000000000000390,IP390,Localite9,Structure14,359,PPSP_359,3,390,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000391,00000000000000000000000391,IP391,Localite1,Structure20,104,PPSP_104,25,391,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000392,00000000000000000000000392,IP392,Localite3,Structure13,914,PPSP_914,4,392,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000000393,00000000000000000000000393,IP393,Localite3,Structure4,650,PPSP_650,8,393,Oui,Oui,Pas applicable,Oui,Oui,Oui,Oui,Non,Non,Non
00000000394,00000000000000000000000394,IP394,Localite7,Structure3,797,PPSP_797,22,394,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000395,00000000000000000000000395,IP395,Localite5,Structure6,446,PPSP_446,15,395,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non
00000000396,00000000000000000000000396,IP396,Localite9,Structure12,206,PPSP_206,12,396,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Oui
00000000397,00000000000000000000000397,IP397,Localite2,Structure12,970,PPSP_970,12,397,Oui,Non,Oui,Oui,Oui,Parfois,Oui,Non,Non,Non
00000000398,00000000000000000000000398,IP398,Localite6,Structure11,125,PPSP_125,12,398,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui
00000000399,00000000000000000000000399,IP399,Localite1,Structure13,328,PPSP_328,24,399,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Oui,Oui
00000000400,00000000000000000000000400,IP400,Localite9,Structure17,560,PPSP_560,1,400,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non
00000000401,00000000000000000000000401,IP401,Localite1,Structure12,831,PPSP_831,9,401,Oui,Non,Non,Oui,Non,Parfois,Oui,Non,Non,Oui
00000000402,00000000000000000000000402,IP402,Localite9,Structure5,368,PPSP_368,25,402,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui
00000000403,00000000000000000000000403,IP403,Localite8,Structure5,763,PPSP_763,16,403,Oui,Oui,Oui,Non,Oui,Parfois,Oui,Non,Non,Non
00000000404,00000000000000000000000404,IP404,Localite3,Structure11,435,PPSP_435,24,404,Oui,Oui,Non,Oui,Oui,Parfois,Oui,Non,Non,Oui
00000000405,00000000000000000000000405,IP405,Localite2,Structure4,454,PPSP_454,11,405,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000000406,00000000000000000000000406,IP406,Localite3,Structure20,113,PPSP_113,7,406,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non
00000000407,00000000000000000000000407,IP407,Localite7,Structure17,881,PPSP_881,6,407,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000000408,00000000000000000000000408,IP408,Localite4,Structure10,10,PPSP_10,18,408,Oui,Oui,Non,Non,Oui,Parfois,Oui,Non,Oui,Non
00000000409,00000000000000000000000409,IP409,Localite10,Structure19,89,PPSP_89,17,409,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non
00000000410,00000000000000000000000410,IP410,Localite1,Structure18,200,PPSP_200,23,410,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000000411,00000000000000000000000411,IP411,Localite4,Structure20,592,PPSP_592,21,411,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Non,Oui
00000000412,00000000000000000000000412,IP412,Localite5,Structure10,315,PPSP_315,11,412,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000413,00000000000000000000000413,IP413,Localite2,Structure16,834,PPSP_834,19,413,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Non
00000000414,00000000000000000000000414,IP414,Localite6,Structure3,130,PPSP_130,6,414,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Non
00000000415,00000000000000000000000415,IP415,Localite6,Structure13,641,PPSP_641,5,415,Oui,Oui,Non,Oui,Oui,Parfois,Non,Oui,Non,Oui
00000000416,00000000000000000000000416,IP416,Localite1,Structure17,368,PPSP_368,1,416,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non
00000000417,00000000000000000000000417,IP417,Localite7,Structure15,316,PPSP_316,20,417,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non
00000000418,00000000000000000000000418,IP418,Localite3,Structure18,345,PPSP_345,8,418,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Oui
00000000419,00000000000000000000000419,IP419,Localite6,Structure6,914,PPSP_914,10,419,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000420,00000000000000000000000420,IP420,Localite4,Structure15,441,PPSP_441,15,420,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000421,00000000000000000000000421,IP421,Localite4,Structure2,722,PPSP_722,22,421,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui
00000000422,00000000000000000000000422,IP422,Localite10,Structure2,278,PPSP_278,10,422,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Oui,Non
00000000423,00000000000000000000000423,IP423,Localite9,Structure6,242,PPSP_242,3,423,Oui,Non,Oui,Non,Non,Parfois,Oui,Oui,Non,Oui
00000000424,00000000000000000000000424,IP424,Localite7,Structure2,907,PPSP_907,13,424,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non
00000000425,00000000000000000000000425,IP425,Localite10,Structure19,40,PPSP_40,8,425,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Oui
00000000426,00000000000000000000000426,IP426,Localite9,Structure20,832,PPSP_832,16,426,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Non
00000000427,00000000000000000000000427,IP427,Localite8,Structure16,897,PPSP_897,8,427,Non,Oui,Oui,Oui,Oui,Parfois,Non,Non,Non,Non
00000000428,00000000000000000000000428,IP428,Localite4,Structure17,333,PPSP_333,7,428,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Non
00000000429,00000000000000000000000429,IP429,Localite5,Structure7,221,PPSP_221,25,429,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui
00000000430,00000000000000000000000430,IP430,Localite10,Structure13,594,PPSP_594,1,430,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000000431,00000000000000000000000431,IP431,Localite5,Structure2,68,PPSP_68,23,431,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000432,00000000000000000000000432,IP432,Localite4,Structure7,734,PPSP_734,7,432,Oui,Oui,Oui,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000000433,00000000000000000000000433,IP433,Localite8,Structure6,887,PPSP_887,23,433,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Non
00000000434,00000000000000000000000434,IP434,Localite6,Structure12,607,PPSP_607,14,434,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non
00000000435,00000000000000000000000435,IP435,Localite5,Structure8,917,PPSP_917,7,435,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non
00000000436,00000000000000000000000436,IP436,Localite6,Structure12,450,PPSP_450,7,436,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000437,00000000000000000000000437,IP437,Localite2,Structure6,602,PPSP_602,21,437,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000438,00000000000000000000000438,IP438,Localite1,Structure3,73,PPSP_73,2,438,Oui,Oui,Oui,Oui,Oui,Parfois,Oui,Non,Oui,Non
00000000439,00000000000000000000000439,IP439,Localite7,Structure20,103,PPSP_103,5,439,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Non
00000000440,00000000000000000000000440,IP440,Localite1,Structure15,287,PPSP_287,24,440,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui
00000000441,00000000000000000000000441,IP441,Localite2,Structure1,844,PPSP_844,7,441,Oui,Oui,Pas applicable,Non,Oui,Oui,Non,Non,Oui,Oui
00000000442,00000000000000000000000442,IP442,Localite10,Structure19,684,PPSP_684,9,442,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non
00000000443,00000000000000000000000443,IP443,Localite6,Structure19,463,PPSP_463,7,443,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui
00000000444,00000000000000000000000444,IP444,Localite6,Structure8,211,PPSP_211,12,444,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000000445,00000000000000000000000445,IP445,Localite10,Structure6,973,PPSP_973,18,445,Non,Oui,Oui,Oui,Oui,Parfois,Non,Non,Oui,Oui
00000000446,00000000000000000000000446,IP446,Localite2,Structure10,886,PPSP_886,12,446,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non
00000000447,00000000000000000000000447,IP447,Localite6,Structure19,488,PPSP_488,6,447,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui
00000000448,00000000000000000000000448,IP448,Localite4,Structure3,506,PPSP_506,6,448,Oui,Oui,Pas applicable,Oui,Non,Oui,Non,Non,Oui,Oui
00000000449,00000000000000000000000449,IP449,Localite1,Structure15,611,PPSP_611,10,449,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000450,00000000000000000000000450,IP450,Localite9,Structure17,572,PPSP_572,17,450,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non
00000000451,00000000000000000000000451,IP451,Localite2,Structure2,557,PPSP_557,21,451,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000452,00000000000000000000000452,IP452,Localite4,Structure2,76,PPSP_76,14,452,Oui,Non,Oui,Non,Non,Parfois,Non,Non,Oui,Non
00000000453,00000000000000000000000453,IP453,Localite10,Structure2,80,PPSP_80,10,453,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000000454,00000000000000000000000454,IP454,Localite1,Structure3,198,PPSP_198,2,454,Oui,Oui,Pas applicable,Non,Non,Parfois,Oui,Oui,Oui,Oui
00000000455,00000000000000000000000455,IP455,Localite10,Structure15,304,PPSP_304,5,455,Oui,Oui,Oui,Non,Non,Parfois,Oui,Non,Oui,Non
00000000456,00000000000000000000000456,IP456,Localite10,Structure14,528,PPSP_528,18,456,Oui,Non,Non,Non,Oui,Parfois,Non,Non,Oui,Non
00000000457,00000000000000000000000457,IP457,Localite3,Structure16,980,PPSP_980,10,457,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000458,00000000000000000000000458,IP458,Localite6,Structure6,291,PPSP_291,22,458,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000000459,00000000000000000000000459,IP459,Localite9,Structure3,666,PPSP_666,10,459,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000460,00000000000000000000000460,IP460,Localite7,Structure13,196,PPSP_196,9,460,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000461,00000000000000000000000461,IP461,Localite7,Structure8,710,PPSP_710,19,461,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000462,00000000000000000000000462,IP462,Localite2,Structure17,333,PPSP_333,2,462,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000463,00000000000000000000000463,IP463,Localite9,Structure8,494,PPSP_494,12,463,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non
00000000464,00000000000000000000000464,IP464,Localite5,Structure4,48,PPSP_48,12,464,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Non
00000000465,00000000000000000000000465,IP465,Localite7,Structure15,93,PPSP_93,2,465,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui
00000000466,00000000000000000000000466,IP466,Localite1,Structure14,110,PPSP_110,14,466,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Non,Oui
00000000467,00000000000000000000000467,IP467,Localite8,Structure3,703,PPSP_703,22,467,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Oui
00000000468,00000000000000000000000468,IP468,Localite1,Structure8,657,PPSP_657,8,468,Oui,Non,Oui,Oui,Oui,Parfois,Non,Non,Non,Oui
00000000469,00000000000000000000000469,IP469,Localite4,Structure15,793,PPSP_793,17,469,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000000470,00000000000000000000000470,IP470,Localite7,Structure14,280,PPSP_280,1,470,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non
00000000471,00000000000000000000000471,IP471,Localite5,Structure3,99,PPSP_99,17,471,Oui,Oui,Oui,Non,Non,Parfois,Oui,Non,Oui,Oui
00000000472,00000000000000000000000472,IP472,Localite1,Structure9,207,PPSP_207,19,472,Non,Oui,Oui,Oui,Oui,Parfois,Oui,Non,Non,Non
00000000473,00000000000000000000000473,IP473,Localite6,Structure12,137,PPSP_137,20,473,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000000474,00000000000000000000000474,IP474,Localite1,Structure9,608,PPSP_608,7,474,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non
00000000475,00000000000000000000000475,IP475,Localite5,Structure6,569,PPSP_569,19,475,Non,Oui,Non,Oui,Oui,Parfois,Non,Oui,Oui,Oui
00000000476,00000000000000000000000476,IP476,Localite7,Structure4,858,PPSP_858,7,476,Oui,Non,Non,Non,Non,Oui,Oui,Non,Oui,Oui
00000000477,00000000000000000000000477,IP477,Localite8,Structure16,799,PPSP_799,23,477,Non,Non,Pas applicable,Non,Oui,Oui,Oui,Non,Oui,Non
00000000478,00000000000000000000000478,IP478,Localite8,Structure3,116,PPSP_116,23,478,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui
00000000479,00000000000000000000000479,IP479,Localite7,Structure4,842,PPSP_842,2,479,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000000480,00000000000000000000000480,IP480,Localite4,Structure11,784,PPSP_784,1,480,Oui,Non,Oui,Oui,Non,Parfois,Oui,Non,Non,Oui
00000000481,00000000000000000000000481,IP481,Localite8,Structure18,310,PPSP_310,15,481,Oui,Oui,Non,Oui,Oui,Parfois,Oui,Non,Non,Non
00000000482,00000000000000000000000482,IP482,Localite5,Structure14,232,PPSP_232,5,482,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Non
00000000483,00000000000000000000000483,IP483,Localite9,Structure11,789,PPSP_789,3,483,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Oui
00000000484,00000000000000000000000484,IP484,Localite6,Structure15,657,PPSP_657,19,484,Oui,Oui,Non,Non,Non,Parfois,Oui,Non,Non,Non
00000000485,00000000000000000000000485,IP485,Localite5,Structure13,330,PPSP_330,8,485,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Oui
00000000486,00000000000000000000000486,IP486,Localite8,Structure5,688,PPSP_688,5,486,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000487,00000000000000000000000487,IP487,Localite6,Structure7,10,PPSP_10,17,487,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000488,00000000000000000000000488,IP488,Localite8,Structure7,935,PPSP_935,20,488,Non,Non,Oui,Oui,Oui,Parfois,Non,Non,Non,Non
00000000489,00000000000000000000000489,IP489,Localite2,Structure3,760,PPSP_760,18,489,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000000490,00000000000000000000000490,IP490,Localite7,Structure9,368,PPSP_368,22,490,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000491,00000000000000000000000491,IP491,Localite2,Structure17,533,PPSP_533,4,491,Oui,Non,Pas applicable,Non,Non,Parfois,Oui,Non,Non,Oui
00000000492,00000000000000000000000492,IP492,Localite10,Structure7,894,PPSP_894,12,492,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui
00000000493,00000000000000000000000493,IP493,Localite4,Structure20,645,PPSP_645,6,493,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Non
00000000494,00000000000000000000000494,IP494,Localite1,Structure11,545,PPSP_545,24,494,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000495,00000000000000000000000495,IP495,Localite9,Structure8,387,PPSP_387,10,495,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000496,00000000000000000000000496,IP496,Localite2,Structure1,837,PPSP_837,13,496,Oui,Oui,Oui,Non,Oui,Parfois,Non,Non,Non,Oui
00000000497,00000000000000000000000497,IP497,Localite1,Structure5,884,PPSP_884,20,497,Oui,Non,Pas applicable,Non,Non,Oui,Non,Non,Oui,Non
00000000498,00000000000000000000000498,IP498,Localite3,Structure20,165,PPSP_165,11,498,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000000499,00000000000000000000000499,IP499,Localite3,Structure5,103,PPSP_103,25,499,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000000500,00000000000000000000000500,IP500,Localite5,Structure19,892,PPSP_892,23,500,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000000501,00000000000000000000000501,IP501,Localite4,Structure20,605,PPSP_605,24,501,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui
00000000502,00000000000000000000000502,IP502,Localite3,Structure9,909,PPSP_909,13,502,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Oui
00000000503,00000000000000000000000503,IP503,Localite2,Structure19,654,PPSP_654,15,503,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000504,00000000000000000000000504,IP504,Localite1,Structure20,113,PPSP_113,2,504,Oui,Oui,Oui,Non,Non,Parfois,Oui,Non,Oui,Non
00000000505,00000000000000000000000505,IP505,Localite2,Structure3,458,PPSP_458,6,505,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000506,00000000000000000000000506,IP506,Localite7,Structure13,212,PPSP_212,15,506,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000000507,00000000000000000000000507,IP507,Localite1,Structure19,41,PPSP_41,23,507,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000508,00000000000000000000000508,IP508,Localite6,Structure7,928,PPSP_928,11,508,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000509,00000000000000000000000509,IP509,Localite3,Structure19,89,PPSP_89,1,509,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Oui,Oui
00000000510,00000000000000000000000510,IP510,Localite4,Structure14,791,PPSP_791,5,510,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000511,00000000000000000000000511,IP511,Localite8,Structure12,732,PPSP_732,23,511,Oui,Oui,Oui,Non,Oui,Parfois,Oui,Non,Oui,Non
00000000512,00000000000000000000000512,IP512,Localite3,Structure8,570,PPSP_570,11,512,Oui,Oui,Pas applicable,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000513,00000000000000000000000513,IP513,Localite10,Structure15,521,PPSP_521,4,513,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Non
00000000514,00000000000000000000000514,IP514,Localite1,Structure20,441,PPSP_441,5,514,Oui,Oui,Non,Non,Non,Parfois,Oui,Oui,Oui,Oui
00000000515,00000000000000000000000515,IP515,Localite6,Structure15,427,PPSP_427,21,515,Oui,Oui,Oui,Non,Non,Parfois,Oui,Non,Non,Oui
00000000516,00000000000000000000000516,IP516,Localite1,Structure5,573,PPSP_573,17,516,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000517,00000000000000000000000517,IP517,Localite4,Structure12,597,PPSP_597,6,517,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000518,00000000000000000000000518,IP518,Localite2,Structure9,949,PPSP_949,14,518,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000519,00000000000000000000000519,IP519,Localite10,Structure19,431,PPSP_431,4,519,Oui,Oui,Oui,Non,Oui,Parfois,Oui,Non,Oui,Non
00000000520,00000000000000000000000520,IP520,Localite9,Structure5,957,PPSP_957,7,520,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non
00000000521,00000000000000000000000521,IP521,Localite7,Structure13,954,PPSP_954,22,521,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Oui
00000000522,00000000000000000000000522,IP522,Localite5,Structure1,329,PPSP_329,24,522,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000523,00000000000000000000000523,IP523,Localite2,Structure15,131,PPSP_131,4,523,Oui,Oui,Non,Non,Non,Parfois,Oui,Non,Oui,Oui
00000000524,00000000000000000000000524,IP524,Localite7,Structure10,578,PPSP_578,15,524,Oui,Oui,Pas applicable,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000525,00000000000000000000000525,IP525,Localite4,Structure7,870,PPSP_870,12,525,Oui,Oui,Pas applicable,Non,Non,Parfois,Oui,Non,Oui,Non
00000000526,00000000000000000000000526,IP526,Localite6,Structure7,92,PPSP_92,12,526,Non,Non,Pas applicable,Non,Non,Oui,Oui,Non,Oui,Non
00000000527,00000000000000000000000527,IP527,Localite8,Structure8,109,PPSP_109,8,527,Oui,Non,Oui,Non,Oui,Parfois,Oui,Non,Oui,Oui
00000000528,00000000000000000000000528,IP528,Localite4,Structure20,278,PPSP_278,10,528,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000529,00000000000000000000000529,IP529,Localite5,Structure14,664,PPSP_664,13,529,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non
00000000530,00000000000000000000000530,IP530,Localite7,Structure2,899,PPSP_899,10,530,Oui,Oui,Non,Oui,Non,Parfois,Oui,Non,Non,Non
00000000531,00000000000000000000000531,IP531,Localite6,Structure8,246,PPSP_246,4,531,Oui,Oui,Pas applicable,Non,Oui,Oui,Oui,Non,Non,Non
00000000532,00000000000000000000000532,IP532,Localite8,Structure12,282,PPSP_282,5,532,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Oui
